Name,Rating,Review,Specification
"Asus Vivobook Pro 16X M7600Qe - Oled 16 Inch,16Gb/1Tb,Ryzen 9",0,0,Brand No Brand SKU 127834589_NP-1034820019 Storage Capacity 1TB Ram Memory 16GB Display Size 16 Inch Operating System Not Specified Processor Ryzen 9 Octa Core Generation 5th CPU Cores Not Specified
"Dell Inspiron 14 2022 5425 Ryzen 5 5625U / 8GB RAM / 512GB SSD / Vega 8 / 14"" FHD display",0,0,Brand No Brand SKU 123264610_NP-1033481636 Storage Capacity 512GB Ram Memory 8GB Display Size 14 Inch Operating System Windows Processor Ryzen 5 Generation Not Specified CPU Cores Hexa Core
"HP 14"" ProBook 440 G8 I5 11TH GEN/8GB RAM/128GB SSD/1TB HDD/14 FULL HD/Windows 10 Pro Laptop",0,0,Brand No Brand SKU 125216489_NP-1033993723 Ram Memory 8GB Operating System Windows 10 Generation 11th CPU Cores Quad Core Storage Capacity 1TB + 128GB Display Size 14 Inch Processor Intel Core i5
Asus ZenBook 14 UM425IA Ryzen 7 / Radeon Graphics / 16GB RAM / 512GB SSD / 14'' FHD Display / Magic NumPad,0,0,Brand No Brand SKU 123270202_NP-1033491261 Storage Capacity 512GB Ram Memory 16GB Display Size 14 Inch Operating System Windows Processor Ryzen 7 Generation Not Specified CPU Cores Single Core
Acer Nitro V Core™ i5-13420H 13th Gen 512GB SSD 16GB RAM 15.6” FHD 144Hz WIN11 NVIDIA®️ GeForce RTX™ 4050 6 GB Backlit Keyboard,0,0,
Laptop Acer Nitro5 AN515-55-56SJ i5 10th Gen-8GB-512SSD-RTX3060 6GB-OS,0,0,Brand No Brand SKU 128490146_NP-1035974948 Display Size 15.6 Inch Operating System Windows 10 CPU Cores Quad Core Ram Memory 8GB Storage Capacity 512GB Processor Intel Core i5 Generation 10th
Acer Nitro 16 | 13th Gen Intel Core i7 13620H Processor | 16GB RAM | 1TB SSD | NVIDIA GeForce RTX 4050 6GB Graphics | 16-inch WUXGA (1920 x 1200) 165Hz Display | 4-Zone RGB Keyboard | 1 Year Warranty | Acer Nitro | Laptop | Gaming Laptop,0,0,Brand No Brand SKU 130001612_NP-1037883349 Display Size Not Specified Operating System Windows RAM Memory 16GB storage_capacity_new 1TB
"Asus Zephyrus G14 2021 GA401QH Ryzen 7 5800HS / GTX 1650/ 16GB RAM / 512GB SSD / 14"" FHD 144Hz Display",0,0,Brand No Brand SKU 123262630_NP-1033489298 Storage Capacity 512GB Ram Memory 16GB Display Size 14 Inch Operating System Windows Processor Ryzen 7 Generation Not Specified CPU Cores Octa Core
"Acer Nitro 5 2020 I7 10TH GEN / GTX 1650ti / 15.6"" FHD 144Hz / 8GB RAM / 512GB SSD",0,0,Brand No Brand SKU 123279965_NP-1033493550 Storage Capacity 512GB Ram Memory 8GB Display Size 15.6 Inch Operating System Windows Generation 10th Processor Intel Core i7 CPU Cores Hexa Core
"Asus ROG Strix G15 2021 G513QE Ryzen 7 5800H / RTX 3050Ti / 16GB RAM / 512GB SSD / 15.6"" FHD 144Hz Display",0,0,Brand No Brand SKU 123271145_NP-1033497081 Storage Capacity 512GB Ram Memory 16GB Display Size 15.6 Inch Operating System Windows Processor Ryzen 7 Generation Not Specified CPU Cores Octa Core
"MSI GL65 9SDK I7 9TH GEN/ 256GB SSD/ 1TB HDD/ 16GB RAM/ GTX 1660Ti/ 15.6"" 120Hz FHD",0,0,Brand No Brand SKU 123285737_NP-1033502006 Storage Capacity 1TB Ram Memory 16GB Display Size 15.6 Inch Operating System Windows Generation 9th Processor Intel Core i7 CPU Cores Hexa Core
"Dell Precision 3430-SFF, Core i7-8700 3.2GHz, 32GB RAM, 512GB Solid State Drive, Windows 11 Pro 64Bit, (Renewed)",0,0,Brand No Brand SKU 129855105_NP-1037690646 Display Size Not Specified Operating System Windows RAM Memory 32GB storage_capacity_new 512GB Processor Intel Core i7 Generation 11th
"Asus ROG Zephyrus Duo 15 SE GX551 / AMD Ryzen 9 5900HX / RTX 3080 / 32GB RAM / 1TB SSD / 15.6"" FHD Touch + 14"" FHD Touch/Stylus Support",0,0,Brand No Brand SKU 128487166_NP-1035975938 Display Size 15.6 Inch Operating System Windows 10 RAM Memory 32GB storage_capacity_new 1TB Processor Ryzen 9 Octa Core Generation 9th
Acer Aspire 5 11th Gen Core i5 -8GB-256GB SSD 14' Display,0,0,Brand No Brand SKU 118828096_NP-1032548856 storage_capacity_new 256GB ram_memory 8GB Display Size 14 Inch Operating System Windows Processor Intel Core i5 Generation 11th
Lenovo LOQ 15 Intel Core i5 13420H RTX 3050 6GB Graphics – 8GB DDR5 RAM – 1TB NVMe SSD – 15.6″ FHD 144Hz Display – Windows 11 Home,0,0,
Acer Nitro V 15 Intel Core i5 13th Gen 13420H RTX 4050 6GB Graphics – 8GB DDR5 RAM – 512GB NVMe SSD – 15.6″ FHD 144Hz Display – Backlit Keyboard – Black,0,0,
"Acer Nitro V Intel Core i5-13420H 13th Gen 16GB Ram 512GB SSD 6GB RTX 4050 15.6""144Hz Win11",0,0,Brand No Brand SKU 129185202_NP-1037196564 Display Size 15.6 Inch Operating System Windows RAM Memory 16GB storage_capacity_new 512GB Processor Intel Core i5 Generation 13th
"Lenovo IdeaPad Gaming 3 Intel Core i5 12th Gen 15.6"" (39.62cm) FHD IPS Gaming Laptop (32GB/1 TB SDD/4GB NVIDIA RTX 3050/120Hz/Win11/Office 2021/Backlit/Onyx Grey/2.32Kg)",0,0,Brand No Brand SKU 128927650_NP-1036883222 Display Size 15.6 Inch Operating System Windows RAM Memory 16GB storage_capacity_new 512GB Processor Intel Core i5 Generation 12th
Asus E410M / Intel Celeron /4gb DDR4 Ram /256gb SSD /14 Inch HD Display,0,0,
Nova Pro(16/512) | Intel i7 12700H | RTX 3060 | 165hz,0,0,Brand No Brand SKU 128024602_NP-1035084104 storage_capacity_new 512GB RAM Memory 16GB Display Size 15.6 Inch Operating System Windows Generation 12th Processor Core i7
HP VICTUS 15 / Intel core i5-13420H Processor / 15.6″ (1920×1080) FHD IPS Display / 16GB RAM / 512 GB SSD / NVIDIA® RTX 3050(6GB Dedicated Graphics) 144Hz Refresh Rate,0,0,Brand No Brand SKU 128072206_NP-1035137913 Battery Life 6-10 Hour RAM Memory 8GB Graphic Card NVIDIA Operating System Windows Generation 13th CPU Cores Hexa Core storage_capacity_new 512GB Storage Type SSD Touch Pad No CPU Speed (GHz) 4-5 Ghz Display Size 15.6 Inch Camera Front (Megapixels) 6-10 MP Wireless Connectivity WIFI + Bluetooth Graphics memory 6GB Processor Intel Core i5 Model No. HP Victus 15
Acer Predator Helios Neo 16 Intel Core™ i7-13700HX RTX 4050 6GB Graphics – 16GB DDR5 RAM – 512GB NVMe Gen 4 SSD – 16″ WUXGA ( 1920 x 1200 ) 165Hz Display – Windows 11 Home,0,0,
"Asus Tuf Gaming F15 - Fx517Zc-Hn031W - New 15.6 Inch,16Gb/512Gb,Intel Core I5",0,0,Brand No Brand SKU 127832697_NP-1034808975 storage_capacity_new 512GB RAM Memory 16GB Display Size 15.6 Inch Operating System Not Specified Processor Intel Core i5 Generation 12th
"Acer Nitro V 15 Intel Core i5 13th Gen 13420H - 8GB DDR5 RAM - 512GB NVMe SSD - NVIDIA RTX 3050 6GB Graphics - 15.6"" FHD 144Hz Display - Backlit Keyboard",0,0,
"Asus Vivobook Pro 16 OLED (k6602) Core i9 13900H / RTX 4060 / 16GB RAM / 1TB SSD / 16"" QHD 240Hz display / 2 Year Warranty",0,0,
Asus ROG STRIX G614JU Gaming Laptop | i7-13650HX | 16GB RAM | 1TB SSD | RTX 4050 | 16 Inch WUXGA | 165Hz,0,0,Brand No Brand SKU 127973529_NP-1035012786 storage_capacity_new 1TB RAM Memory 16GB Display Size Not Specified Operating System Windows 10 Processor Intel Core i7 Generation 13th
"HP VICTUS 15 | AMD Ryzen 5 7535HS | NVIDIA GeForce RTX 2050 4GB | 8GB RAM 512GB SSD | 15.6"" FHD IPS 144Hz Display | Win 11",0,0,Brand No Brand SKU 129697920_NP-1037571230 Display Size 15.6 Inch Operating System Windows RAM Memory 8GB storage_capacity_new 512GB Processor Ryzen 5 Generation Not Specified Warranty Policy EN HOLOGRAM SHOULD NOT BE TEMPERED TO AVAIL WARRANTY. NO PHYSICAL WARRANTY. 6 MONTHS BATTERY AND CHARGER WARRANTY.
Dell Wyse 5740 / Intel Celeron N4100 / 8gb ddr4 ram /256gb nvme ssd / 14inch FHD Display,0,0,
HP Laptop 15s 3q2116AU,0,0,Brand No Brand SKU 129116499_NP-1037138663 Display Size 15.6 Inch Operating System Windows RAM Memory 8GB storage_capacity_new 512GB Processor AMD Generation 5th Warranty Policy EN Warranty card reuired while claim warranty
"Acer Nitro 5 165hz 12th Gen Intel Core i5 | 16GB RAM 512GB SSD | NVIDIA GeForce RTX 3050 | 15.6"" FHD 165Hz | RGB Keyboard | Windows 11 Home | Black",0,0,Brand No Brand SKU 128165876_NP-1035273271 Display Size 15.6 Inch Operating System Windows RAM Memory 16GB storage_capacity_new 512GB Processor Intel Core i5 Generation 12th Warranty Policy EN HOLOGRAM SHOULD NOT BE TEMPERED TO AVAIL WARRANTY. NO PHYSICAL WARRANTY. 6 MONTHS BATTERY AND CHARGER WARRANTY.
HP NoteBook 14-CF3065TU Core i3 10th Gen 4GB RAM 128GB HDD 14”HD Display,0,0,Brand No Brand SKU 119732474_NP-1032754272 storage_capacity_new 128GB ram_memory 4GB Display Size 14 Inch Operating System Windows Processor Intel Core i3 Generation 10th
ACER NITRO 5 intel core i5-122500H 12th gen 16GB Ram 512GB SSD 15.6 FHD IPS 144Hz slim bezel Display NVIDIA GeForce RTX 3050Ti Graphics,0,0,Brand No Brand SKU 129155482_NP-1037168896 Display Size 15.6 Inch Operating System Windows RAM Memory 16GB storage_capacity_new 512GB Processor Intel Core i5 Generation 12th
"Acer Predator Helios 300 / i7 10th Gen 8 Core / RTX 3060 / 8GB RAM / 1TB SSD / 15.6"" QHD 165Hz Display",0,0,
Acer Nitro V 15 2023 i5 13420H,0,0,
Lenovo LOQ I5 13th Gen 8GB Ram 1TB SSD RTX 3050 15.6 FHD,0,0,Brand No Brand SKU 130110426_NP-1038003355 CPU Speed (GHz) 4-5 Ghz Wireless Connectivity WIFI + Bluetooth Display Size 15.6 Inch Operating System Windows CPU Cores Octa Core Camera Front (Megapixels) Below 5 MP RAM Memory 8GB Touch Pad Yes Input Output ports HDMI AC Adapter Yes Graphic Card NVIDIA GeForce RTX Battery Life 6-10 Hour storage_capacity_new 1TB Processor Intel Core i5 Storage Type SSD Graphics memory 6GB Generation 13th
Acer Nitro 5 (2022) 12 Gen I5 8/512/3050 RTX,0,0,Brand No Brand SKU 125645536_NP-1034141762 RAM Memory 8GB Operating System Windows Generation 12th CPU Cores Deca Core storage_capacity_new 512GB Display Size 15.6 Inch Wireless Connectivity WIFI + Bluetooth Graphics memory 4GB Processor Intel Core i5 Model No. Nitro5-2022-I5
Asus ROG Strix G513 QE Ryzen 7,0,0,Brand No Brand SKU 118211507_NP-1032396919 storage_capacity_new 512GB RAM Memory 16GB Display Size 15.6 Inch Operating System Windows 10 Processor Not Specified Generation Not Specified
MSI Katana GF66 11UC| Intel Core i5- 11400H | 16GB | 512GB | NVIDIA GeForce RTX 3050 4GB | Win 10,0,0,Brand No Brand SKU 109997095_NP-1029788097 Graphic Card AMD Radeon RAM Memory 16GB Operating System Windows Generation 11th storage_capacity_new 512GB Touch Pad Not Specified Display Size 15.6 Inch Graphics memory Not Specified Processor Intel Warranty Policy EN Carry in
"Acer Nitro 5 | 12th Gen Intel Core i5 - 12500H Processor | 16GB RAM | 512GB SSD | NVIDIA RTX 3050 Graphics | 15.6"" FHD 144Hz Display | Gaming Laptop | Acer Nitro | 1 year warranty | Black",0,0,Brand No Brand SKU 130001636_NP-1037873865 Display Size Operating System
"Apple Macbook Air Apple M1 Chip, 13.3-Inch/33.74 Cm Retina Display, 8GB Ram, 256Gb SSD Storage",0,0,
LENOVO LOQ 15IRH8 GAMING LAPTOP | 13TH GEN INTEL CORE I5-13420H PROCESSOR | 8GB RAM | 1TB SSD | NVIDIA RTX 3050 6GB GRAPHICS CARD | 15.6-INCH FHD (1920 x 1080) 144HZ DISPLAY | WINDWS 11 HOME |,0,0,Brand No Brand SKU 129699632_NP-1037580106 Display Size 15.6 Inch Operating System Windows RAM Memory 8GB storage_capacity_new 1TB Processor Intel Core i5 Generation 13th
Lenovo IdeaPad 3 Gaming With Ryzen 7 5800H Processor 15.6 Inch FHD Display 8GB RAM 512GB ROM,0,0,Brand No Brand SKU 128219958_NP-1035358902 storage_capacity_new 512GB RAM Memory 8GB Display Size 15.6 Inch Operating System Windows Generation Not Specified Processor Ryzen 7 CPU Cores Not Specified
Acer Nitro 5 2021 i5 11TH GEN,0,0,Brand No Brand SKU 131287599_NP-1038134744 Display Size 15.6 Inch Operating System Windows RAM Memory 8GB storage_capacity_new 512GB Processor Intel Core i5 Generation 12th
"GF63 Thin 10SC, 10th Gen. Intel® Core™ i7- 10750H 6 Core 12 Threats 2.6GHz ~ 4.5GHz Processor, NVIDIA® GeForce GTX™ 1650 Laptop GPU, 4GB GDDR6, 15.6"" FHD (1920x1080), 60Hz, IPS-Level, 8GB 3200 RAM, 512GB NVME SSD",0,0,Brand No Brand SKU 110764661_NP-1030033327 Display Size 15.6 Inch Operating System Windows RAM Memory 8GB storage_capacity_new 512GB Processor Intel Core i7 Generation 10th
MSI Thin GF63 12UCX (12th Gen Intel Core i5-12450H Processor | 16GB DDR4 RAM | 1tb SSD | NVIDIA GeForce RTX 2050 4GB GDDR6 Graphics | 15.6-inc FHD IPS 144Hz Display | 2 Year Warranty),0,0,Brand No Brand SKU 129683057_NP-1037565008 Display Size 15.6 Inch Operating System Windows RAM Memory 16GB storage_capacity_new 1TB Processor Intel Core i5 Generation 12th
"HP Victus 15.6 AMD Ryzen 5 7535HS, 8GB RAM, 512GB SSD, 15.6"" FHD 144Hz NVIDIA GeForce RTX 2050 4GB, Win 11 Home, Silver",0,0,Brand No Brand SKU 128950542_NP-1037031388 Display Size 15.6 Inch Operating System Windows RAM Memory 8GB storage_capacity_new 512GB Processor AMD Generation Not Specified
"Acer Predator Helios Neo 16 | 13th Gen i9 | 16GB RAM 1TB SSD | RTX 4060 8GB | 16"" WQXGA IPS 165Hz | RGB Keyboard | Black",0,0,Brand No Brand SKU 128495693_NP-1036025389 Display Size Not Specified Operating System No OS RAM Memory 16GB storage_capacity_new 1TB Processor Intel Core i9 Generation 13th Warranty Policy EN HOLOGRAM SHOULD NOT BE TEMPERED TO AVAIL WARRANTY. NO PHYSICAL WARRANTY. 6 MONTHS BATTERY AND CHARGER WARRANTY.
"Acer Predator Helios 300 i5 10th Gen RTX 3060 8GB RAM 512GB SSD 15.6"" FHD 144Hz Display",0,0,Brand No Brand SKU 128952003_NP-1036896052 Display Size 15.6 Inch Operating System Windows RAM Memory 8GB storage_capacity_new 512GB Processor Intel Core i5 Generation 10th
"Asus ROG Strix G18 2023 G814JI Core i9 13980HX / RTX 4070 / 16GB RAM / 1TB SSD / 18"" WQXGA 165Hz display",0,0,Brand No Brand SKU 128025738_NP-1035084308 storage_capacity_new 1TB RAM Memory 16GB Display Size 15.6 Inch Operating System Windows Processor Intel Core i9 Generation 13th
Dell G5 2021 G5511 i5 11th Gen / RTX 3050 / 16GB R,0,0,Brand No Brand SKU 118162968_NP-1032391575 storage_capacity_new 512GB RAM Memory 16GB Display Size 15.6 Inch Operating System Not Specified Processor Intel Core i5 Generation 11th
"Acer Nitro V 15 Intel Core i5 13th Gen 13420H - 16GB DDR5 RAM - 512GB NVMe SSD - NVIDIA RTX 2050 4GB Graphics - 15.6"" FHD 144Hz Display - Backlit Keyboard",0,0,
ACER NITRO V15 INTEL® CORE™ i5-13420H PROCESSOR | 8 GB DDR5 RAM || | 512 GB SSD STORAGE | INVIDIA® GeForce® RTX 4050 WITH 6 GB GRAPHICS | | 15.6 INCH WITH 144HZ DISPLAY,0,0,Brand No Brand SKU 128723108_NP-1036508055 Display Size 15.6 Inch Operating System Windows RAM Memory 8GB storage_capacity_new 512GB Processor Intel Core i5 Generation 13th
HP Omen Gaming Core i7 8GB RAM 256GB SSD+1TB HDD,0,0,
HP Victus Intel Core I5-12th Gen- 8GB DDR4 RAM-256 GB SSD-4GB Graphics-15.6 FHD,0,0,Brand No Brand SKU 129241735_NP-1037264550 Display Size 15.6 Inch Operating System Windows RAM Memory 8GB storage_capacity_new 256GB Processor Intel Core i5 Generation 12th
"Lenovo LOQ Gaming Laptop 2023 AMD Ryzen 7 7840HS | RTX 4060 | 16GB RAM | 512GB SSD | 15.6"" FHD 144Hz display | 1 Year Warranty",0,0,Brand No Brand SKU 129875883_NP-1037743054 Display Size 15.6 Inch Operating System Windows RAM Memory 16GB storage_capacity_new 512GB Processor Ryzen 7 Generation Not Specified
"Asus TUF A15 2023 FA507XV Ryzen 9 7940HS / RTX 4060 / 16GB RAM / 1TB SSD / 15.6"" FHD 144Hz display",0,0,
Acer Nitro V15 I7 13th Gen 16GB/512GB/NVDIA RTX 3050|6GB|144Hrz Display,0,0,Brand No Brand SKU 129413465_NP-1037425088 Display Size 15.6 Inch Operating System Windows RAM Memory 16GB storage_capacity_new 512GB Processor Intel Core i7 Generation 13th CPU Speed (GHz) 4-5 Ghz Wireless Connectivity WIFI + Bluetooth CPU Cores Hexa Core Camera Front (Megapixels) 6-10 MP Model No. V15 Touch Pad Yes Input Output ports USB 3.0 AC Adapter No Graphic Card NVIDIA GeForce RTX Battery Life 1-5 Hour Storage Type SSD Touch No Graphics memory 6GB Warranty Policy EN except Physical warranty
"HP Victus 16 Amd Ryzen 7 6800H 8GB DDR-5 Ram 512GB SSD 4GB RTX 3050 16.1""144Hz FHD",0,0,Brand No Brand SKU 129027509_NP-1037020999 Display Size 15.6 Inch Operating System Windows RAM Memory 8GB storage_capacity_new 512GB Processor Ryzen 7 Generation Not Specified
"Acer Nitro 5 AMD Ryzen 7 5800H | RTX 3060 | 16GB RAM | 512 SSD | 15.6"" FHD 165Hz display",0,0,Brand No Brand SKU 128927866_NP-1036883695 Display Size 15.6 Inch Operating System Windows RAM Memory storage_capacity_new
"Acer Nitro 5 i5 12th Gen | 16GB RAM | 512GB SSD | RTX 3050Ti 4GB Graphics | 15.6"" FHD 144hz Laptop",0,0,Brand No Brand SKU 128131005_NP-1035214748 Graphic Card NVIDIA GeForce RTX RAM Memory 16GB Operating System Windows Generation 12th storage_capacity_new 512GB Touch No Storage Type SSD Display Size 15.6 Inch Graphics memory 4GB Processor Intel Core i5 Model No. Nitro 5
Lenovo IdeaPad 3 Gaming Laptop I5 12Th Gen /16Gb Ram /512Gb /RTX 3050 4GB_G6 15.6 FHD With Finger Print Sensor,0,0,Brand No Brand SKU 129683657_NP-1037559728 Display Size 15.6 Inch Operating System Windows RAM Memory 16GB storage_capacity_new 512GB Processor Intel Core i5 Generation 12th
Acer Nitro 5 AN515-47 Gaming Laptop AMD Ryzen™ 7 7735HS Octa Core Processor – 16GB DDR5 4800MHz RAM – 512GB PCle NVMe SSD – NVIDIA GeForce RTX 3050 4GB Graphics – 15.6″ 165Hz FHD Display – Obsidian Black,0,0,Brand No Brand SKU 128845739_NP-1036793148 Display Size 15.6 Inch Operating System No OS RAM Memory 16GB storage_capacity_new 512GB Processor Ryzen 7 Octa Core Generation Not Specified
"Lenovo LOQ i5 13th Gen 13420H | 16GB DDR5 | 512GB SSD | RTX 2050 4GB | 15.6"" FHD 144Hz | Win 11",0,0,Brand No Brand SKU 129687886_NP-1037561790 Wireless Connectivity WIFI + Bluetooth Display Size 15.6 Inch Operating System Windows RAM Memory 16GB Model No. LOQ 15IRH8 Touch Pad Yes Graphic Card NVIDIA GeForce RTX storage_capacity_new 512GB Processor Intel Core i5 Storage Type SSD Touch No Graphics memory 4GB Generation 13th Warranty Policy EN Except physical damage
Lenovo LEGION Y7000P Intel i7 13th 13620H RTX 4060 8GB – 16GB DDR5 RAM – 1TB NVMe Gen 4 SSD – 16″ FHD 165Hz 2.5K Display – RGB Backlit Keyboard,0,0,
"Asus TUF A15 2023 FA507NU Ryzen 7 7735HS / RTX 4050 / 8GB RAM / 1TB SSD / 15.6"" FHD 144Hz display",0,0,Brand No Brand SKU 127994211_NP-1035034352 RAM Memory 8GB Graphic Card NVIDIA GeForce RTX Operating System Windows Generation 12th CPU Cores Octa Core storage_capacity_new 1TB Storage Type SSD Display Size 15.6 Inch Wireless Connectivity Graphics memory
MSI Thin GF63 12UCX (12th Gen Intel Core i5-12450H Processor,0,0,Brand No Brand SKU 129768050_NP-1037613615 CPU Speed (GHz) 4-5 Ghz Wireless Connectivity WIFI + Bluetooth Display Size 15.6 Inch Operating System Windows CPU Cores Deca Core Camera Front (Megapixels) 11-15 MP RAM Memory 16GB Model No. GF63 Touch Pad Yes Input Output ports USB 3.0 AC Adapter Yes Graphic Card NVIDIA GeForce RTX Battery Life 1-5 Hour storage_capacity_new 512GB Processor Intel Core i5 Storage Type SSD Touch No Graphics memory 4GB
Acer Nitro V15 intel core™ i5-13420H | 8 GB DDR5 ram | 512 GB SSD storage | Nvidia® GeForce® RTX 3050 6 GB graphics | 15.6 inch with 144HZ Display,0,0,Brand No Brand SKU 128990959_NP-1036979038 Display Size 15.6 Inch Operating System No OS RAM Memory 8GB storage_capacity_new 512GB Processor Intel Core i5 Generation 13th
Asus TUF F15 Intel Core i7 12700H RTX 4070 8GB Graphics – 16GB DDR4 RAM – 1TB NVMe Gen 4 SSD – 15.6″ FHD 144Hz Display – Windows 11 Home,0,0,Brand No Brand SKU 129586385_NP-1037517415 Wireless Connectivity WIFI + Bluetooth Display Size 15.6 Inch Operating System Windows Camera Front (Megapixels) Below 5 MP RAM Memory 16GB Touch Pad Yes AC Adapter Yes Graphic Card NVIDIA GeForce RTX Battery Life 1-5 Hour storage_capacity_new 1TB Processor Intel Core i7 Storage Type SSD Touch No Graphics memory 8GB & Up Generation 12th Warranty Policy EN Warranty against manufacturing defects.
"Acer Nitro 5 / AMD Ryzen 7 5800H / RTX 3060 / 16GB RAM / 512GB SSD / 15.6"" FHD 144Hz",0,0,Brand No Brand SKU 128483786_NP-1035979511 Display Size 15.6 Inch RAM Memory 16GB storage_capacity_new 512GB Processor Ryzen 7 Operating System Windows 10 Generation Not Specified
"Acer Nitro 5 / 12th Gen Intel Core i5-12500H / 8GB RAM / 512GB SSD / RTX 3050 / 15.6"" FHD 144Hz Display",0,0,
"MSI Modern 15 A11SBU, 11th Gen Core i7- 1195G7, GeForce® MX450 2GB GDDR5, 8GB 3200MHz RAM, 512GB NVME SSD, 15.6"" FHD (1920*1080), IPS, Full Size Keyboard, Genuine Windows 10",0,0,Brand No Brand SKU 110772010_NP-1030032326 RAM Memory 8GB Graphic Card AMD Radeon
"MSI Modern 15 A11MU, Tiger lake Core i5-1155G7 Processor, 8GB 3200MHz RAM, 512GB NVME SSD, 15.6"" FHD (1920*1080), IPS 72% , 100% SRGB, Narrow Bezel , Full Size Keyboard, Genuine Windows 10",0,0,Brand No Brand SKU 110677605_NP-1030001312
"ASUS TUF Gaming F15 i7 12th Gen, 16GB RAM 1TB SSD RTX 4070 8GB 15.6″144Hz FHD Laptop",0,0,
HP Victus 15 Gaming i7-12650H 12th Gen|16GB RAM|512GB SSD|15.6″ Full HD 144Hz|NVIDIA RTX 3050Ti 4GB| Windows 11 Home,0,0,Brand No Brand SKU 125167520_NP-1033975957 Display Size 15.6 Inch Operating System Windows RAM Memory 16GB storage_capacity_new 512GB Processor Intel Generation 12th
Acer Nitro 5 2021 i5 11TH GEN/ GTX 1650,0,0,Brand No Brand SKU 122279462_NP-1033211929 Display Size 15.6 Inch Operating System Windows CPU Cores Quad Core RAM Memory 8GB storage_capacity_new 256GB Processor Intel Core i5 Generation 11th
Lenovo LOQ 15APH8 Gaming Laptop| ryzen7 7840hs 3.8g| 8gb| 512gb SSD| RTX 4050,0,0,Brand No Brand SKU 129651589_NP-1037551339 Display Size 15.6 Inch Operating System Windows RAM Memory 8GB storage_capacity_new 512GB Processor AMD Generation Not Specified
"HP Victus 15 Ryzen 5 7535HS /8GB DDR5 RAM/ 512 GB NVME SSD/15.6"" 144Hrz Display / 4GB RTX 2050 DDR6 Graphics/Backlit Keyboard/ Win 11",0,0,
MSI Katana GF66 11UD | Intel Core i7-11800H | 16GB | 512GB | NVIDIA GeForce RTX 3050TI 4GB | FHD | Win 10,0,0,Brand No Brand SKU 109997145_NP-1029788126 Battery Life 1-5 Hour Graphic Card NVIDIA GeForce RTX Generation 11th CPU Cores Octa Core CPU Speed (GHz) 4-5 Ghz Wireless Connectivity WIFI + Bluetooth Processor Intel Warranty Policy EN Carry in Model No. Katana GF66 11 UD RAM Memory 16GB Operating System Windows storage_capacity_new 512GB Touch No Storage Type SSD Touch Pad Not Specified Camera Front (Megapixels) 6-10 MP Display Size 15.6 Inch Input Output ports HDMI AC Adapter Graphics memory
Lenovo LOQ Gaming Laptop 2023| AMD Ryzen 7 7840HS Processor | 16GB DDR5 RAM | 512GB Gen4 SSD | NVIDIA GeForce® RTX™ 4050 6GB GDDR6 Graphics | 15.6 inch FHD (1920 x 1080) IPS 144Hz Display | Windows 11 Home | 1 Year Warranty | Laptop | Laptops,0,0,
"Nitro 5 (AN515-58-559W) Intel® Core™ i5-12450H, 15.6"" FHD IPS 144Hz SlimBezel, 8 GB DDR4 3200MHz Memory, 512GB PCIe NVMe SED SSD, NVIDIA® GeForce RTX™ 4060, Win 11 SL, 2 years warranty - (Acer by Mercantile)",0,0,Brand No Brand SKU 129267024_NP-1037283564 Display Size 15.6 Inch Operating System Windows RAM Memory 8GB storage_capacity_new 512GB Processor Intel Core i5 Generation 12th
"Acer Nitro V | 13th Gen Intel Core i5 | 8GB RAM 512GB SSD | NVIDIA GeForce RTX 3050 6GB | 15.6"" FHD IPS 144Hz Display | Backlit Keyboard | Black",0,0,Brand No Brand SKU 128492308_NP-1036002302 Display Size 15.6 Inch Operating System No OS RAM Memory 8GB storage_capacity_new 512GB Processor Intel Core i5 Generation 13th Warranty Policy EN HOLOGRAM SHOULD NOT BE TEMPERED TO AVAIL WARRANTY. NO PHYSICAL WARRANTY. 6 MONTHS BATTERY AND CHARGER WARRANTY.
"Acer Aspire 7 | AMD Ryzen 5 | Display 15.6"" | 16 GB RAM | 512 GB SSD | 15.5"" FULL HD | GeForce GTX 1650 4GBnlaAcer Aspire 7 | AMD Ryzen 5 | Display 15.6"" | 16 GB RAM | 512 GB SSD | 15.5"" FULL HD | GeForce GTX 1650 4GB",0,0,Brand No Brand SKU 128165745_NP-1035264946 Display Size 15.6 Inch Operating System Windows RAM Memory 16GB storage_capacity_new 512GB Processor AMD Generation 5th
"Asus Tuf Gaming F15 - Fx506Hcb 15.6 Inch,16Gb/512Gb,Intel Core I7",0,0,Brand No Brand SKU 127834592_NP-1034818112 storage_capacity_new 512GB RAM Memory 16GB Display Size 15.6 Inch Operating System Windows 10 Processor Intel Core i7 Generation 11th
"HP Victus 15 Core i5 13th Gen Intel 13420H /NVidia RTX 3050 6GB Graphics /8GB RAM/512GB SSD/15.6"" 144Hrz/Backlit Keyboard/Win 11",0,0,
"Dell G15 5520 2022 i5 12500H / RTX 3050 / 16GB RAM / 512GB SSD / 15.6"" 120Hz FHD Display",0,0,
Lenovo LOQ Intel i5-13420H 13th gen 8GB Ram 1TB SSD RTX 3050 Graphics 15.6 FHD Display,0,0,Brand No Brand SKU 129158078_NP-1037175251 Display Size 15.6 Inch Operating System Windows RAM Memory 8GB storage_capacity_new 1TB Processor Intel Core i5 Generation 13th
